Resumo;Datacontrato ;Marca;Modelo;Datafinalizacao;prazo
18557;04/04/2024;VOLKSWAGEN;T-CROSS SUV;20/03/2024 00:42;22
18319;04/04/2024;AUDI;Q3 SPORTBACK;15/03/2024 00:44;22
18352;04/04/2024;VOLVO;XC60 SUV;18/03/2024 22:13;22
18285;03/04/2024;BMW;X3 SUV;24/03/2024 02:54;22
18449;03/04/2024;BMW;X3 SUV;20/03/2024 01:41;22
18516;03/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;24/03/2024 01:16;22
18490;03/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;24/03/2024 02:35;22
18195;03/04/2024;VOLVO;XC60 SUV;23/03/2024 03:15;22
18533;03/04/2024;VOLKSWAGEN;POLO HATCH;29/03/2024 01:34;22
18388;03/04/2024;VOLVO;XC60 SUV;22/03/2024 18:31;22
18465;03/04/2024;BMW;X4 SUV;18/04/2024 17:06;22
18426;03/04/2024;VOLVO;XC40 BEV SUV;21/03/2024 23:57;22
18480;03/04/2024;BYD;SONG PLUS SUV;15/03/2024 03:02;22
18486;03/04/2024;TOYOTA;SW4 SUV;21/03/2024 05:32;22
18509;03/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;17/03/2024 04:04;22
18331;01/05/2024;FORD;NOVA RANGER PICK-UP;06/05/2024 10:16;44
18476;01/04/2024;JEEP;COMPASS SUV;14/03/2024 01:09;22
18406;01/04/2024;JEEP;COMMANDER SUV;12/03/2024 15:14;22
18255;01/04/2024;GWM;HAVAL H6 GT;14/03/2024 01:09;22
18419;01/04/2024;VOLVO;XC60 SUV;20/03/2024 07:56;22
18489;01/04/2024;VOLVO;XC60 SUV;20/03/2024 00:42;22
18398;01/04/2024;TOYOTA;COROLLA SEDAN;16/03/2024 04:39;22
18487;01/04/2024;BMW;X3 SUV;20/03/2024 18:28;22
18210;01/04/2024;GWM;HAVAL H6 GT;13/03/2024 09:25;22
18290;01/04/2024;GWM;HAVAL H6 SUV;29/03/2024 01:44;22
18347;01/04/2024;LAND ROVER;NEW RANGE ROVER SUV;25/04/2024 09:46;22
18497;29/03/2024;VOLKSWAGEN;JETTA SEDAN;14/03/2024 14:41;22
17484;29/03/2024;VOLVO;XC90 SUV;23/03/2024 19:54;22
18420;29/03/2024;LAND ROVER;DEFENDER 110 SUV;26/03/2024 15:49;22
18505;29/03/2024;RAM;RAMPAGE PICK-UP;21/03/2024 01:02;22
18515;29/03/2024;BMW;SERIE 3 SEDAN;17/03/2024 11:52;22
18503;29/03/2024;VOLKSWAGEN;T-CROSS SUV;19/03/2024 11:10;22
18504;29/03/2024;JEEP;COMPASS SUV;15/03/2024 10:48;22
17702;29/03/2024;VOLVO;XC90 SUV;21/03/2024 07:15;22
17703;29/03/2024;VOLVO;XC90 SUV;21/03/2024 07:14;22
17829;29/03/2024;VOLVO;XC90 SUV;21/03/2024 06:59;22
17705;29/03/2024;VOLVO;XC90 SUV;18/03/2024 16:41;22
17823;29/03/2024;VOLVO;XC90 SUV;28/03/2024 07:45;22
18279;29/03/2024;GWM;HAVAL H6 SUV;14/03/2024 04:12;22
18393;29/03/2024;AUDI;Q5 SUV;14/03/2024 14:00;22
17704;29/03/2024;VOLVO;XC90 SUV;28/04/2024 14:57;22
18403;30/04/2024;GWM;HAVAL H6 SUV;14/03/2024 23:18;44
18156;29/03/2024;VOLVO;XC60 SUV;19/03/2024 23:08;22
18467;30/04/2024;RAM;2500;26/04/2024 22:32;44
17578;29/03/2024;GWM;HAVAL H6 SUV;13/03/2024 09:25;22
18496;29/03/2024;TOYOTA;COROLLA CROSS;15/03/2024 01:10;22
18470;28/03/2024;TOYOTA;HILUX CABINE DUPLA PICK-UP;24/03/2024 05:05;22
18478;28/03/2024;BMW;X1 SUV;19/03/2024 23:09;22
18469;28/03/2024;BYD;SEAL SEDAN;26/03/2024 05:31;22
17822;28/03/2024;VOLVO;XC90 SUV;18/03/2024 16:59;22
17826;28/03/2024;VOLVO;XC90 SUV;21/03/2024 07:07;22
17827;28/03/2024;VOLVO;XC90 SUV;18/03/2024 17:31;22
18260;28/03/2024;LAND ROVER;NEW RANGE ROVER SPORT SUV;03/04/2024 18:46;22
17821;28/03/2024;VOLVO;XC90 SUV;16/03/2024 22:47;22
17824;28/03/2024;VOLVO;XC90 SUV;15/03/2024 23:00;22
18146;28/03/2024;GWM;HAVAL H6 SUV;12/03/2024 16:56;22
17828;28/03/2024;VOLVO;XC90 SUV;04/04/2024 07:49;22
18461;28/03/2024;VOLKSWAGEN;TAOS SUV;13/03/2024 00:16;22
18382;29/04/2024;BYD;YUAN PLUS SUV;29/04/2024 23:28;44
18392;28/03/2024;VOLKSWAGEN;TAOS SUV;12/03/2024 11:51;22
18484;28/03/2024;TOYOTA;COROLLA SEDAN;16/03/2024 05:51;22
18365;28/03/2024;LAND ROVER;DISCOVERY SPORT SUV;12/04/2024 17:06;22
18337;28/03/2024;VOLVO;XC90 SUV;17/03/2024 03:17;22
18435;28/03/2024;JAGUAR;E-PACE SUV;17/04/2024 09:32;22
18187;28/03/2024;BMW;X3 SUV;12/03/2024 15:12;22
17818;27/03/2024;VOLVO;XC90 SUV;16/03/2024 10:14;22
18477;27/03/2024;BMW;X1 SUV;08/03/2024 15:20;22
17819;27/03/2024;VOLVO;XC90 SUV;18/03/2024 13:55;22
17820;27/03/2024;VOLVO;XC90 SUV;15/03/2024 22:59;22
17817;27/03/2024;VOLVO;XC90 SUV;15/03/2024 23:19;22
17701;27/03/2024;VOLVO;XC90 SUV;26/03/2024 14:15;22
17830;27/03/2024;VOLVO;XC90 SUV;18/03/2024 17:30;22
17907;27/03/2024;VOLVO;XC90 SUV;18/03/2024 17:30;22
18306;27/03/2024;GWM;HAVAL H6 GT;09/03/2024 16:50;22
18411;27/03/2024;BMW;X6 SUV;21/03/2024 06:59;22
18314;27/03/2024;GWM;HAVAL H6 SUV;13/03/2024 17:35;22
18173;27/03/2024;VOLVO;XC60 SUV;18/03/2024 15:38;22
18395;27/03/2024;LEXUS;NX 350 H SUV;20/03/2024 03:52;22
18418;27/03/2024;AUDI;Q3 SUV;21/03/2024 06:50;22
18371;27/03/2024;BMW;X1 SUV;09/03/2024 10:48;22
18311;27/03/2024;VOLVO;C40 COUPE;29/03/2024 01:43;22
18451;27/03/2024;VOLVO;XC90 SUV;21/03/2024 05:48;22
18471;27/03/2024;CHEVROLET;EQUINOX SUV;18/04/2024 19:08;22
18473;27/03/2024;CHEVROLET;EQUINOX SUV;23/03/2024 03:15;22
18474;27/03/2024;CHEVROLET;EQUINOX SUV;21/03/2024 07:16;22
18427;27/03/2024;BMW;X3 SUV;16/03/2024 21:50;22
18464;26/03/2024;HONDA;NEW HR-V SUV;24/03/2024 02:03;22
18442;26/03/2024;LAND ROVER;RANGE ROVER VELAR SUV;18/03/2024 16:50;22
18373;26/03/2024;LAND ROVER;RANGE ROVER VELAR SUV;27/03/2024 06:28;22
18366;25/04/2024;PORSCHE;CAYMANN;14/05/2024 10:26;44
18423;26/03/2024;BMW;X1 SUV;14/03/2024 04:10;22
18153;26/03/2024;JEEP;COMPASS SUV;09/03/2024 11:05;22
18448;26/03/2024;VOLVO;XC40 SUV;24/03/2024 01:23;22
18247;26/03/2024;VOLKSWAGEN;NIVUS SUV;15/03/2024 05:45;22
18178;26/03/2024;AUDI;Q3 SPORTBACK;09/03/2024 13:42;22
18390;26/03/2024;AUDI;Q3 SPORTBACK;14/03/2024 13:59;22
18372;26/03/2024;LAND ROVER;NEW RANGE ROVER SUV;28/03/2024 15:14;22
18376;26/03/2024;TOYOTA;SW4 SUV;19/03/2024 18:07;22
18374;26/03/2024;HONDA;NEW HR-V SUV;16/03/2024 01:11;22
17927;26/03/2024;LAND ROVER;DEFENDER 110 SUV;14/03/2024 13:54;22
18453;26/03/2024;HYUNDAI;NEW CRETA SUV;28/03/2024 11:30;22
18443;26/03/2024;VOLKSWAGEN;T-CROSS SUV;09/03/2024 16:50;22
18444;26/03/2024;VOLKSWAGEN;TAOS SUV;18/03/2024 23:26;22
18445;26/03/2024;VOLKSWAGEN;TAOS SUV;15/03/2024 02:10;22
18447;26/03/2024;VOLKSWAGEN;TAOS SUV;26/03/2024 00:49;22
18404;26/03/2024;MINI;COUNTRYMAN HATCH;17/03/2024 03:18;22
18236;26/03/2024;JEEP;RENEGADE SUV;08/03/2024 10:15;22
18409;26/03/2024;MINI;COUNTRYMAN HATCH;26/03/2024 05:30;22
18410;26/03/2024;MINI;COUNTRYMAN HATCH;20/03/2024 23:36;22
18436;26/03/2024;BMW;SERIE 3 SEDAN;12/03/2024 08:53;22
18452;26/03/2024;VOLVO;XC60 SUV;16/03/2024 23:32;22
18439;26/03/2024;TOYOTA;COROLLA SEDAN;14/03/2024 13:59;22
18440;26/03/2024;TOYOTA;COROLLA SEDAN;13/03/2024 11:14;22
18375;25/03/2024;CHEVROLET;TRAILBLAZER SUV;17/04/2024 17:59;22
18280;25/03/2024;JEEP;COMPASS SUV;05/03/2024 15:08;22
18257;25/03/2024;JEEP;COMPASS SUV;06/03/2024 10:35;22
18243;24/04/2024;AUDI;Q8 SPORTBACK;03/05/2024 13:42;44
18396;25/03/2024;VOLVO;XC60 SUV;09/03/2024 10:50;22
18082;25/03/2024;VOLKSWAGEN;TAOS SUV;07/03/2024 08:48;22
18288;25/03/2024;VOLKSWAGEN;TAOS SUV;08/03/2024 00:07;22
18413;25/03/2024;VOLVO;XC40 BEV SUV;09/03/2024 16:44;22
18165;25/03/2024;VOLVO;XC40 BEV SUV;06/03/2024 10:45;22
18377;25/03/2024;VOLVO;XC60 SUV;12/03/2024 09:09;22
18459;25/03/2024;VOLKSWAGEN;TAOS SUV;20/03/2024 04:22;22
18454;25/03/2024;VOLKSWAGEN;TAOS SUV;13/03/2024 15:08;22
18455;25/03/2024;VOLKSWAGEN;TAOS SUV;27/03/2024 06:22;22
18456;25/03/2024;VOLKSWAGEN;TAOS SUV;14/03/2024 05:31;22
18458;25/03/2024;VOLKSWAGEN;TAOS SUV;16/03/2024 03:08;22
18304;25/03/2024;VOLVO;XC90 SUV;13/03/2024 11:14;22
18254;25/03/2024;JEEP;COMPASS SUV;06/03/2024 01:55;22
18441;25/03/2024;TOYOTA;COROLLA CROSS;09/03/2024 16:44;22
18425;25/03/2024;BMW;X5 SUV;12/03/2024 01:02;22
18414;24/04/2024;LAND ROVER;DISCOVERY SPORT SUV;26/03/2024 05:32;44
18415;24/04/2024;LAND ROVER;DISCOVERY SPORT SUV;20/03/2024 05:02;44
18421;25/03/2024;JEEP;COMPASS SUV;09/03/2024 11:35;22
18433;16/05/2024;VOLVO;XC40 BEV SUV;28/03/2024 16:14;60
18438;25/03/2024;TOYOTA;SW4 SUV;26/03/2024 13:27;22
18333;22/03/2024;VOLVO;XC60 SUV;07/03/2024 19:37;22
18399;22/03/2024;VOLVO;XC40 BEV SUV;06/03/2024 01:43;22
18348;22/03/2024;RAM;RAMPAGE PICK-UP;08/03/2024 07:09;22
17883;22/03/2024;VOLVO;XC60 SUV;12/03/2024 11:57;22
18412;22/03/2024;VOLVO;C40 COUPE;20/03/2024 00:44;22
18250;22/03/2024;VOLKSWAGEN;NIVUS SUV;20/03/2024 03:11;22
18296;22/03/2024;VOLVO;XC40 BEV SUV;04/03/2024 20:51;22
18407;22/03/2024;BMW;X3 SUV;13/03/2024 19:44;22
18422;22/03/2024;JEEP;COMMANDER SUV;09/03/2024 10:45;22
18424;22/03/2024;JEEP;COMMANDER SUV;12/03/2024 09:15;22
18310;22/03/2024;AUDI;Q3 SUV;13/03/2024 23:32;22
18387;23/04/2024;LAND ROVER;NEW DISCOVERY SUV;24/04/2024 11:27;44
18201;22/03/2024;VOLVO;XC60 SUV;12/03/2024 09:18;22
18405;22/03/2024;VOLKSWAGEN;TAOS SUV;07/03/2024 08:42;22
18369;22/03/2024;AUDI;Q5 SPORTBACK;21/03/2024 07:11;22
18386;22/03/2024;BMW;SERIE 3 SEDAN;07/03/2024 00:17;22
18364;22/03/2024;BMW;X1 SUV;05/03/2024 09:18;22
18275;22/03/2024;JEEP;RENEGADE SUV;09/03/2024 11:00;22
18166;22/03/2024;VOLVO;XC90 SUV;12/03/2024 14:01;22
18370;22/03/2024;BYD;SONG PLUS SUV;06/03/2024 11:38;22
17761;22/03/2024;VOLVO;XC90 SUV;09/03/2024 16:02;22
18350;22/03/2024;CHEVROLET;EQUINOX SUV;09/03/2024 13:31;22
18345;22/03/2024;LEXUS;NX 350 H SUV;09/03/2024 16:51;22
18416;21/03/2024;VOLKSWAGEN;NIVUS SUV;06/03/2024 10:31;22
18282;21/03/2024;JEEP;COMPASS SUV;04/03/2024 23:50;22
18417;21/03/2024;VOLKSWAGEN;TAOS SUV;07/03/2024 22:21;22
18367;21/03/2024;MINI;COUNTRYMAN HATCH;20/03/2024 07:55;22
18384;21/03/2024;BMW;X6 SUV;06/03/2024 08:34;22
18402;21/03/2024;VOLKSWAGEN;TAOS SUV;04/03/2024 23:44;22
18401;21/03/2024;VOLKSWAGEN;TAOS SUV;08/03/2024 10:17;22
18159;21/03/2024;CHEVROLET;TRAILBLAZER SUV;09/03/2024 13:36;22
18400;22/04/2024;LAND ROVER;NEW RANGE ROVER SUV;01/04/2024 16:32;44
18291;21/03/2024;VOLVO;XC90 SUV;14/03/2024 05:05;22
18256;21/03/2024;HONDA;NEW HR-V SUV;21/03/2024 23:24;22
18313;21/03/2024;VOLVO;XC40 BEV SUV;28/03/2024 18:15;22
18272;21/03/2024;LEXUS;UX 250H SUV;14/03/2024 01:31;22
18346;21/03/2024;BMW;SERIE 3 SEDAN;16/03/2024 21:57;22
18385;21/03/2024;VOLKSWAGEN;T-CROSS SUV;12/03/2024 03:07;22
18316;21/03/2024;VOLVO;XC90 SUV;21/03/2024 23:39;22
18297;21/03/2024;BMW;X1 SUV;06/03/2024 16:22;22
18349;21/03/2024;AUDI;A5 SPORTBACK;25/03/2024 20:54;22
17611;21/03/2024;BMW;X5 SUV;07/03/2024 16:43;22
18315;21/03/2024;VOLVO;XC40 BEV SUV;20/03/2024 23:29;22
18368;21/03/2024;JEEP;COMPASS SUV;04/03/2024 13:34;22
17998;21/03/2024;VOLKSWAGEN;JETTA SEDAN;06/03/2024 16:18;22
18289;20/03/2024;VOLVO;XC60 SUV;06/03/2024 10:56;22
18344;20/03/2024;BMW;SERIE 3 SEDAN;05/03/2024 09:22;22
18378;20/03/2024;HONDA;NEW HR-V SUV;05/03/2024 14:59;22
18340;19/04/2024;JAGUAR;F-PACE SUV;22/03/2024 02:56;44
18354;20/03/2024;JEEP;COMPASS SUV;01/03/2024 09:49;22
18379;20/03/2024;HONDA;NEW CIVIC SEDAN;23/03/2024 07:38;22
18380;20/03/2024;HONDA;NEW HR-V SUV;16/03/2024 05:51;22
18389;20/03/2024;LAND ROVER;RANGE ROVER EVOQUE SUV;23/03/2024 18:46;22
18278;20/03/2024;VOLVO;XC40 BEV SUV;05/03/2024 15:20;22
18174;20/03/2024;VOLVO;XC90 SUV;14/03/2024 02:53;22
18175;20/03/2024;VOLVO;XC60 SUV;04/03/2024 23:36;22
18060;20/03/2024;TOYOTA;SW4 SUV;18/03/2024 23:31;22
18312;20/03/2024;AUDI;Q3 SPORTBACK;13/03/2024 17:35;22
18219;20/03/2024;VOLKSWAGEN;JETTA SEDAN;04/03/2024 14:30;22
18342;20/03/2024;AUDI;Q5 SUV;06/03/2024 01:15;22
18341;20/03/2024;AUDI;Q5 SUV;05/03/2024 15:06;22
18286;20/03/2024;TOYOTA;HILUX CABINE DUPLA PICK-UP;15/03/2024 04:25;22
18216;20/03/2024;VOLVO;XC90 SUV;12/03/2024 09:27;22
18293;20/03/2024;TOYOTA;SW4 SUV;19/03/2024 18:07;22
18231;20/03/2024;VOLVO;XC90 SUV;12/03/2024 14:07;22
18287;20/03/2024;VOLKSWAGEN;T-CROSS SUV;07/03/2024 09:20;22
18292;20/03/2024;GWM;HAVAL H6 SUV;02/03/2024 00:16;22
17512;20/03/2024;MERCEDES-BENZ;GLC SUV;20/03/2024 03:34;22
17640;20/03/2024;AUDI;Q5 SPORTBACK;15/03/2024 03:27;22
18335;20/03/2024;VOLVO;XC60 SUV;08/03/2024 10:53;22
18338;20/03/2024;MINI;COOPER 02 PORTAS HATCH;09/03/2024 11:00;22
18334;20/03/2024;VOLVO;XC40 BEV SUV;06/03/2024 10:21;22
18294;20/03/2024;VOLKSWAGEN;TAOS SUV;04/03/2024 23:49;22
18244;20/03/2024;LAND ROVER;NEW RANGE ROVER SUV;18/03/2024 14:25;22
18343;20/03/2024;LAND ROVER;DISCOVERY SPORT SUV;14/03/2024 14:00;22
18226;20/03/2024;FIAT;FASTBACK SUV;18/03/2024 18:58;22
18336;19/03/2024;BMW;X3 SUV;08/03/2024 16:03;22
18363;19/03/2024;LEXUS;UX 250H SUV;07/03/2024 16:15;22
18295;19/03/2024;VOLVO;XC40 BEV SUV;02/03/2024 00:14;22
18355;19/03/2024;BYD;SONG PLUS SUV;05/03/2024 11:06;22
18204;19/03/2024;BMW;SERIE 3 SEDAN;01/03/2024 09:51;22
18150;19/03/2024;GWM;HAVAL H6 SUV;06/03/2024 10:18;22
17766;19/03/2024;BMW;X1 SUV;02/03/2024 08:21;22
18351;19/03/2024;VOLKSWAGEN;TAOS SUV;29/02/2024 06:09;22
18273;18/04/2024;HONDA;Z-RV SUV;03/04/2024 11:42;44
18203;19/03/2024;VOLVO;XC40 BEV SUV;29/02/2024 10:09;22
18339;19/03/2024;VOLKSWAGEN;T-CROSS SUV;07/03/2024 06:11;22
18225;18/04/2024;PORSCHE;MACAN;12/03/2024 21:05;44
18328;18/03/2024;VOLKSWAGEN;T-CROSS SUV;29/02/2024 06:10;22
18327;18/03/2024;VOLKSWAGEN;TAOS SUV;28/02/2024 19:34;22
18176;15/03/2024;MINI;COUNTRYMAN HATCH;12/03/2024 20:37;22
18248;15/03/2024;MINI;COUNTRYMAN HATCH;13/03/2024 13:28;22
18325;15/03/2024;VOLKSWAGEN;JETTA SEDAN;28/02/2024 19:32;22
18326;15/03/2024;VOLKSWAGEN;T-CROSS SUV;02/03/2024 00:29;22
18329;16/04/2024;BYD;YUAN PLUS SUV;27/03/2024 06:30;44
18332;15/03/2024;HONDA;NEW HR-V SUV;27/02/2024 09:12;22
18230;15/03/2024;VOLKSWAGEN;JETTA SEDAN;27/02/2024 09:11;22
18246;12/03/2024;TOYOTA;COROLLA SEDAN;26/02/2024 21:59;22
18281;11/03/2024;JEEP;COMPASS SUV;26/02/2024 22:54;22
18189;11/03/2024;VOLVO;XC40 BEV SUV;26/02/2024 20:31;22
18330;11/03/2024;VOLVO;XC40 BEV SUV;15/03/2024 03:27;22
18229;11/03/2024;BMW;X6 SUV;22/02/2024 07:18;22
18161;11/03/2024;BYD;SONG PLUS SUV;28/02/2024 15:44;22
18205;11/03/2024;BYD;SONG PLUS SUV;06/03/2024 11:46;22
18249;11/03/2024;BYD;SONG PLUS SUV;06/03/2024 10:49;22
18274;11/03/2024;LEXUS;UX 250H SUV;02/03/2024 00:11;22
18185;11/03/2024;KIA;SPORTAGE SUV;07/03/2024 09:22;22
18284;08/03/2024;VOLKSWAGEN;T-CROSS SUV;27/02/2024 08:39;22
17929;08/03/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;27/02/2024 07:46;22
18283;08/03/2024;VOLKSWAGEN;T-CROSS SUV;20/02/2024 23:01;22
18259;09/04/2024;LAND ROVER;NEW DISCOVERY SUV;07/04/2024 15:23;44
18261;09/04/2024;LAND ROVER;RANGE ROVER VELAR SUV;07/04/2024 19:42;44
18262;08/03/2024;LAND ROVER;NEW RANGE ROVER SPORT SUV;15/03/2024 09:46;22
18233;08/03/2024;VOLKSWAGEN;TAOS SUV;28/02/2024 19:34;22
18218;08/03/2024;MINI;COUNTRYMAN HATCH;29/02/2024 09:31;22
18321;08/03/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;07/03/2024 09:32;22
18324;08/03/2024;VOLKSWAGEN;JETTA SEDAN;22/02/2024 07:32;22
18190;08/03/2024;RAM;RAMPAGE PICK-UP;21/02/2024 06:23;22
17956;08/03/2024;VOLVO;XC90 SUV;11/03/2024 09:33;22
18317;08/03/2024;BMW;SERIE 3 SEDAN;24/02/2024 11:45;22
18263;08/03/2024;BMW;X1 SUV;21/02/2024 01:16;22
17960;08/03/2024;TOYOTA;COROLLA CROSS;20/02/2024 23:50;22
18323;08/03/2024;VOLKSWAGEN;JETTA SEDAN;22/02/2024 00:59;22
18322;08/03/2024;VOLKSWAGEN;JETTA SEDAN;29/02/2024 06:12;22
18162;08/03/2024;JEEP;RENEGADE SUV;21/02/2024 06:23;22
17755;01/05/2024;BMW;X5 SUV;28/02/2024 15:45;60
18211;08/03/2024;MINI;COUNTRYMAN HATCH;29/02/2024 09:18;22
18227;08/03/2024;BMW;X1;24/02/2024 00:48;22
18258;08/03/2024;VOLVO;XC40 BEV SUV;16/03/2024 22:13;22
18144;08/03/2024;BYD;SONG PLUS SUV;05/03/2024 11:07;22
18318;09/04/2024;CHEVROLET;SILVERADO PICKUP;07/04/2024 16:45;44
18265;08/03/2024;TOYOTA;COROLLA CROSS;21/02/2024 22:27;22
18217;19/03/2024;LEXUS;NX 350 H SUV;08/03/2024 01:22;30
18209;19/03/2024;VOLKSWAGEN;TAOS SUV;22/02/2024 01:10;30
18232;19/03/2024;VOLKSWAGEN;TAOS SUV;20/02/2024 23:00;30
18228;19/03/2024;VOLVO;XC60 SUV;27/02/2024 09:10;30
18221;19/03/2024;VOLVO;XC40 BEV SUV;28/02/2024 16:15;30
18237;19/03/2024;VOLVO;C40 COUPE;22/02/2024 07:28;30
18301;19/03/2024;BMW;X5 SUV;24/02/2024 09:20;30
18307;19/03/2024;LEXUS;ES 300H SEDAN;05/03/2024 00:09;30
18309;19/03/2024;JEEP;COMMANDER SUV;27/02/2024 01:38;30
18277;19/03/2024;VOLKSWAGEN;TAOS SUV;22/02/2024 07:28;30
18271;19/03/2024;TOYOTA;COROLLA CROSS;29/02/2024 09:30;30
18264;19/03/2024;TOYOTA;COROLLA CROSS;20/02/2024 13:13;30
18266;19/03/2024;TOYOTA;COROLLA CROSS;17/02/2024 14:24;30
18267;19/03/2024;TOYOTA;COROLLA CROSS;26/02/2024 10:26;30
18268;19/03/2024;TOYOTA;COROLLA CROSS;24/02/2024 00:36;30
18269;19/03/2024;TOYOTA;COROLLA CROSS;21/02/2024 23:55;30
18270;19/03/2024;TOYOTA;COROLLA CROSS;24/02/2024 00:40;30
18124;19/03/2024;VOLVO;XC40 BEV SUV;04/03/2024 20:51;30
18117;19/03/2024;VOLVO;XC40 BEV SUV;02/03/2024 00:24;30
18200;19/03/2024;VOLVO;XC40 BEV SUV;27/02/2024 07:46;30
18197;19/03/2024;VOLVO;XC40 BEV SUV;07/03/2024 08:44;30
18198;19/03/2024;VOLVO;XC40 BEV SUV;27/02/2024 07:45;30
18074;19/03/2024;VOLVO;XC40 BEV SUV;27/02/2024 23:31;30
18199;19/03/2024;FIAT;FASTBACK SUV;03/03/2024 10:34;30
17612;19/03/2024;BYD;SONG PLUS SUV;23/02/2024 01:14;30
18056;19/03/2024;VOLVO;XC40 BEV SUV;29/02/2024 10:34;30
18103;19/03/2024;BMW;SERIE 3 SEDAN;14/02/2024 23:39;30
17395;19/03/2024;VOLKSWAGEN;AMAROK PICK-UP;03/03/2024 10:35;30
18110;19/03/2024;BMW;X1 SUV;17/02/2024 11:42;30
18208;06/03/2024;VOLVO;XC60 SUV;01/03/2024 09:53;30
18241;06/03/2024;TOYOTA;RAV4 SUV;21/02/2024 06:26;30
18220;06/03/2024;VOLVO;XC60 SUV;27/02/2024 09:07;30
18196;06/03/2024;TOYOTA;COROLLA CROSS;20/02/2024 08:06;30
17793;06/03/2024;BYD;SONG PLUS SUV;28/02/2024 16:03;30
18308;06/03/2024;VOLKSWAGEN;NIVUS SUV;23/02/2024 08:52;30
18276;06/03/2024;VOLKSWAGEN;T-CROSS SUV;22/02/2024 19:59;30
17756;06/03/2024;VOLVO;XC60 SUV;27/02/2024 08:35;30
17558;06/03/2024;GWM;HAVAL H6 GT;23/02/2024 01:12;30
17527;06/03/2024;GWM;HAVAL H6 SUV;23/02/2024 23:53;30
18077;05/04/2024;LAND ROVER;RANGE ROVER EVOQUE SUV;22/03/2024 01:55;60
18107;06/03/2024;VOLVO;XC60 SUV;27/02/2024 09:00;30
18108;06/03/2024;VOLVO;XC60 SUV;23/02/2024 06:27;30
18109;06/03/2024;BYD;SONG PLUS SUV;20/02/2024 18:58;30
18202;06/03/2024;VOLVO;XC60 SUV;24/02/2024 11:50;30
18032;06/03/2024;TOYOTA;COROLLA SEDAN;17/02/2024 13:05;30
18140;06/03/2024;LAND ROVER;NEW RANGE ROVER SUV;13/03/2024 00:16;30
18143;06/03/2024;VOLVO;XC40 BEV SUV;27/02/2024 01:29;30
18152;05/04/2024;JEEP;GRAND CHEROKEE SUV;07/04/2024 17:16;60
18154;06/03/2024;VOLVO;XC60 SUV;24/02/2024 11:40;30
18181;06/03/2024;JEEP;COMPASS SUV;20/02/2024 08:06;30
18214;06/03/2024;TOYOTA;COROLLA SEDAN;17/02/2024 13:05;30
18235;06/03/2024;BMW;SERIE 3 SEDAN;19/02/2024 21:32;30
18238;06/03/2024;TOYOTA;HILUX CABINE DUPLA PICK-UP;07/03/2024 06:17;30
18242;06/03/2024;JEEP;COMMANDER SUV;23/02/2024 01:08;30
18029;05/04/2024;BMW;X7 SUV;07/04/2024 18:27;60
18167;03/03/2024;LEXUS;RX 500H SUV;17/03/2024 00:49;30
18163;03/03/2024;BYD;SONG PLUS SUV;29/02/2024 09:27;30
18234;03/03/2024;AUDI;Q5 SUV;26/02/2024 21:50;30
17825;03/03/2024;VOLVO;XC60 SUV;24/02/2024 00:21;30
18186;02/03/2024;HONDA;NEW HR-V SUV;14/02/2024 00:15;30
18224;02/03/2024;JEEP;COMPASS SUV;19/02/2024 21:33;30
18223;02/03/2024;JEEP;COMPASS SUV;22/02/2024 07:14;30
18222;02/03/2024;BMW;X3 SUV;05/03/2024 02:27;30
17988;02/03/2024;BMW;SERIE 5 SEDAN;02/03/2024 08:17;30
18030;10/02/2024;HYUNDAI;NEW CRETA SUV;12/02/2024 23:17;30
18212;01/03/2024;AUDI;Q5 SUV;21/02/2024 06:14;22
18194;01/03/2024;VOLKSWAGEN;TAOS SUV;17/02/2024 14:22;22
18086;01/03/2024;VOLVO;XC90 SUV;27/02/2024 09:08;22
17900;01/03/2024;BMW;X5 SUV;22/02/2024 07:14;22
17897;01/03/2024;AUDI;Q5 SUV;19/02/2024 21:32;22
17610;01/03/2024;MINI;COUNTRYMAN HATCH;23/02/2024 01:08;22
17508;01/03/2024;GWM;HAVAL H6 SUV;01/03/2024 20:24;22
18184;29/02/2024;TOYOTA;COROLLA CROSS;17/02/2024 00:47;22
18121;29/02/2024;CHEVROLET;EQUINOX SUV;28/02/2024 08:33;30
18120;13/03/2024;CHEVROLET;EQUINOX SUV;23/02/2024 06:40;30
18207;31/03/2024;CHERY;TIGGO 5X PRO SUV;22/03/2024 18:30;60
18125;29/02/2024;CHEVROLET;TRACKER SUV;19/02/2024 21:32;22
18192;29/02/2024;LEXUS;ES 300H SEDAN;29/02/2024 21:27;30
18193;29/02/2024;BMW;SERIE 3 SEDAN;13/02/2024 23:35;30
18136;29/02/2024;VOLVO;XC60 SUV;20/02/2024 08:04;30
18135;29/02/2024;VOLVO;XC90 SUV;04/03/2024 20:51;30
17750;29/02/2024;GWM;HAVAL H6 GT;13/02/2024 20:44;30
17861;29/02/2024;JEEP;RENEGADE SUV;16/02/2024 07:57;30
